"beta1","beta2"
0.01482024427578091,0.02537154269937013
0.02351435415307169,0.01917348588638875
0.024061854829042793,0.01998727425781794
0.029622193877282516,0.00869626936309407
0.006899407462891673,0.044124051115753155
0.008766876052881449,0.03667498701499329
0.03428203013961478,0.006158169344680727
0.017100976985339782,0.022906477291969766
0.0222141877580236,0.020216325416171518
0.020113625127522176,0.02194431990107972
0.01960990089735364,0.021647743156698544
0.017807233800449476,0.02727056655138413
0.010740597897285629,0.02942733621588396
0.03169961833513879,0.014422165842020567
0.002155773011803281,0.05318259060938068
0.0388140231506523,0.010101116726894819
0.026032998598094704,0.019731248250021996
0.0033733014248381425,0.034114912998983074
0.02021667241887184,0.02513698492957533
0.021453256924238294,0.021071113503073623
0.038192419520159504,0.011397242524061308
0.010915428045847036,0.02993515598429497
0.022501872950024607,0.01726267908381069
0.039218648740852416,0.00686302580933514
0.03498496976828316,0.005695608753741048
0.023519154639994166,0.023328410773794092
0.003214950098676132,0.04762229850301261
0.017442092999368768,0.024981843560227125
0.025941379083597477,0.020652803185524517
0.04065864492696279,0.004008857578362505
0.015074971423810264,0.032061983453749714
0.011221566001228532,0.028688288395928154
0.032928096443714645,0.012774448738054998
0.02491824655104842,0.02078481081819398
0.027494067273298343,0.015148015549414763
0.0075111082065270115,0.04547085163046522
0.004645577927663609,0.04666417953694965
0.014467438061687569,0.03192473497869625
0.0030654939783992716,0.04935497703192608
0.012855954405660052,0.02707686068926091
0.010766312752696357,0.030150126655786598
0.026804938572804485,0.021326988739449746
0.02133627630877184,0.021164211614092997
0.013761439250348999,0.03297833786542404
0.00798597363662805,0.033624491441334003
0.011627800445007845,0.03301401873798205
0.0005443801360557792,0.05131673995654386
0.023332960550998025,0.020258243084985382
0.035622106694116126,0.011573470973313247
0.03809641963446544,0.006880930489022042
0.0022819904405562146,0.04804262772549312
0.02928103863317376,0.014874369790014882
0.016213996778649223,0.03001158585898319
0.005216591136970204,0.04368575224646906
0.024500809484464883,0.021665411638756026
0.004919434388406937,0.0464668397547294
0.0016039791170207266,0.05126128690202276
0.024168431943040764,0.015294980061939596
0.021559385518124374,0.022179780609978408
0.016099218352725382,0.030179997192077073
0.004453934117534277,0.035189360327630544
0.0009412617608546965,0.03573472916775496
0.007827750794635432,0.04053815050596007
0.012841572936725923,0.029580843820555196
0.015786890223191994,0.027790914677061285
0.01701364509452454,0.027353647392627908
0.015142013061899424,0.02514699792002173
0.009195084435946943,0.03796754256849484
0.0046880863926904905,0.042086523242681605
0.014276602704279724,0.028604490510425074
0.009267252899713505,0.032505117549177585
0.01915782073237822,0.024304978127062206
0.020061084791106954,0.025622009817257752
0.013846556156370694,0.02975225906075956
0.019489063646824335,0.022537979419410846
0.006478223742629456,0.03461993435851975
0.005032310838374525,0.046388081011167134
0.024396806559986974,0.020960592419347758
0.0038793009994930816,0.04477291169631867
0.01938892668571173,0.02282523156854053
0.0016266706217173475,0.04904264809908366
0.007760781230485521,0.03903466777446337
0.02176320679580876,0.020901467753028685
0.029100314405489273,0.009640959888867396
0.032611106385405854,0.015240707370144605
0.0007148134791428199,0.03673152708048391
0.01147410335881693,0.032344739151512585
0.025498847278712353,0.015604452942692358
0.018889138457661117,0.024459646914318914
0.018848836950021552,0.023109576022448057
0.02140886168771304,0.021564233014420182
0.02604078573726526,0.01946834811939494
0.003664510809617117,0.04475943438741112
0.009530643681959066,0.03052434215402114
0.0009956744128040602,0.04805199379550337
0.002625649121402557,0.04671144344306254
0.03603743543474693,0.01213199802746588
0.033393130535652106,0.013149385424997408
0.006901228294468793,0.032691907956033994
0.006328691400580592,0.04138994908552569
0.0326609340414188,0.013074343142466402
0.018825987900246643,0.02359799613756017
0.0010110550651253286,0.049908296374971475
0.041011931533208694,0.007819653206571782
0.020817506687067153,0.021340278878282437
0.04179119947567702,0.007672136137107708
0.0020764357928311837,0.05073203623051511
0.012036186495659231,0.03154487951231884
0.003238269216554889,0.03678543886984119
0.01096278829992264,0.03592421462180124
0.016857756218495296,0.026791923542277576
0.011733693586393038,0.03565308761959293
0.0005951426594129224,0.04984114300212753
0.003278222017782221,0.04783232668562748
0.006453741528643668,0.0322710261406969
0.03206940822049063,0.005145397713996757
0.0005566017291317286,0.03715075401308282
0.019792372563919827,0.022564121036441183
0.0011319040311830969,0.0381397472229618
0.03545141052394728,0.0063090227792450704
0.019182011012802532,0.02303352412699704
0.013715475322871405,0.03125027086254614
0.032155937021314786,0.015412387656548471
0.01701499843127156,0.024505445964701937
0.02300777438347018,0.02176374366623159
0.00912286254209834,0.038644015695610656
0.03684220453573464,0.005081050027447166
0.00990669050465045,0.030687514790271975
0.02299926180141339,0.021473241183270018
0.016287675418227992,0.027059925129204375
0.02875747539012979,0.01692362573811627
0.003849423587997853,0.04539185310320492
0.016938332263851944,0.02513813352922491
0.00397325944790857,0.03504764208266598
0.01038873881453655,0.03689573131921657
0.018879963468402823,0.024584776839942913
0.0049176110968194905,0.034462495778653415
0.002468008370809267,0.03775765319727861
0.04042071135339816,0.005018043231427191
0.0068361650105875854,0.032851539507295996
0.0021365604722590925,0.05138214046053141
0.011315698807330476,0.029411802558089176
0.001652923434382167,0.05006045995357955
0.014892873085438546,0.032785751668355165
0.023784742360282593,0.019458417413982017
0.0036771208306991465,0.03650204720489873
0.021350134789457083,0.02278522489397629
0.0033661880430511087,0.045800931725579946
0.0033523693601514586,0.04530090143213944
0.007876789680465275,0.04197442724987849
0.009286025126162011,0.036638924094006514
0.028432973689839925,0.01805123626072064
0.020180510405710523,0.02235740444463399
0.0014802136143174643,0.05274714963699902
0.0025952717604268414,0.050325672336699184
0.010254546798390609,0.03113176536162501
0.001193462695294573,0.05348482700351023
0.00039699650493372205,0.04807741987672374
0.02142387841971115,0.023529072427949112
0.01293508153031619,0.03327543377030353
